organization,organization_type,partner_code,implementing_partner_type,fund_source_donor,fund_category,sector,project_appeal,is_earthquake_response,sector_objective,sector_activity,activity_description,sector_indicator,indicator_unit,exact_value,beneficiaries,indirect_beneficiaries,total_beneficiaries,disaggregation_of_total_beneficiaries,exact_male_18,exact_female_18,exact_children_0_14,exact_youth_15_17,exact_pwd,exact_id_ps,exact_returnees,previously_assisted,if_yes_how_many_assisted_previously,total_unique_beneficiaries,delivery_modality,conditionality,restrictions,cash_delivery_mechanism,transfer_value,frequency,report_this_to_any_other_sector,if_yes_which_sector,governorate,admin1pcode,district,admin2pcode,sub_district,admin3pcode,community,admin4pcode,neighborhood,neighborhood_pcode,other_place_name,response_modality,hub,implementing_month,reporting_cycle,status,comment,order,total_usd,exact_male_18_from_total_beneficiaries,exact_female_18_from_total_beneficiaries,exact_children_0_14_from_total_beneficiaries,exact_youth_15_17_from_total_beneficiaries,exact_pwd_from_total_beneficiaries,exact_id_ps_from_total_beneficiaries,exact_returnees_from_total_beneficiaries,project_code_hrp,project_name,relevant_indicator2,specification_field_if_relevant_indicator_is_blank_then_leave_this_field_empty3,disaggregation_of_total_beneficiaries4
Ent_0077,LNGO,Ent_0077,LNGO,NA,HF (Humanitarian Fund),Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.02 Provide vocational and skills training opportunities,NA,Indicator 2.02.2 # of individuals benefiting from vocational or business trainings,People,37,37,0,37,Actual,0,0,0,0,0,0,0,Yes,37,0,Service delivery/support,N/A,N/A,N/A,NA,N/A,No,NA,Idleb,SY07,Harim,SY0703,Dana,SY070301,Atma,C4130,NA,NA,Al kwaiti,Cross Border,HLG,02) Feb,02) Feb,NA,NA,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ent_0077,LNGO,Ent_0077,LNGO,NA,HF (Humanitarian Fund),Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.02 Provide vocational and skills training opportunities,NA,Indicator 2.02.2 # of individuals benefiting from vocational or business trainings,People,36,36,0,36,Actual,0,0,0,0,0,0,0,Yes,35,1,Service delivery/support,N/A,N/A,N/A,NA,N/A,No,NA,Idleb,SY07,Harim,SY0703,Dana,SY070301,Atma,C4130,NA,NA,Al rih Al mursala,Cross Border,HLG,02) Feb,02) Feb,NA,NA,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ent_0077,LNGO,Ent_0077,LNGO,NA,HF (Humanitarian Fund),Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.02 Provide vocational and skills training opportunities,NA,Indicator 2.02.2 # of individuals benefiting from vocational or business trainings,People,46,46,0,46,Actual,0,0,0,0,0,0,0,Yes,46,0,Service delivery/support,N/A,N/A,N/A,NA,N/A,No,NA,Idleb,SY07,Harim,SY0703,Dana,SY070301,Atma,C4130,NA,NA,Ataa2,Cross Border,HLG,02) Feb,02) Feb,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ent_0077,LNGO,Ent_0077,LNGO,NA,HF (Humanitarian Fund),Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.02 Provide vocational and skills training opportunities,NA,Indicator 2.02.2 # of individuals benefiting from vocational or business trainings,People,34,34,0,34,Actual,0,0,0,0,0,0,0,No,0,34,Service delivery/support,N/A,N/A,N/A,NA,N/A,No,NA,Idleb,SY07,Harim,SY0703,Dana,SY070301,Qah,C4131,NA,NA,Al Shohadaa,Cross Border,HLG,01) Jan,01) Jan,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ent_0077,LNGO,Ent_0077,LNGO,NA,HF (Humanitarian Fund),Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.02 Provide vocational and skills training opportunities,NA,Indicator 2.02.2 # of individuals benefiting from vocational or business trainings,People,27,27,0,27,Actual,0,0,0,0,0,0,0,No,0,27,Service delivery/support,N/A,N/A,N/A,NA,N/A,No,NA,Idleb,SY07,Harim,SY0703,Dana,SY070301,Qah,C4131,NA,NA,Al sultan Abdulhamid,Cross Border,HLG,01) Jan,01) Jan,NA,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ent_0077,LNGO,Ent_0077,LNGO,NA,HF (Humanitarian Fund),Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.02 Provide vocational and skills training opportunities,NA,Indicator 2.02.2 # of individuals benefiting from vocational or business trainings,People,38,38,0,38,Actual,0,0,0,0,0,0,0,No,0,38,Service delivery/support,N/A,N/A,N/A,NA,N/A,No,NA,Idleb,SY07,Harim,SY0703,Dana,SY070301,Qah,C4131,NA,NA,Bayan & Mushref,Cross Border,HLG,01) Jan,01) Jan,NA,NA,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ent_0077,LNGO,Ent_0077,LNGO,NA,HF (Humanitarian Fund),Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.02 Provide vocational and skills training opportunities,NA,Indicator 2.02.2 # of individuals benefiting from vocational or business trainings,People,32,32,0,32,Actual,0,0,0,0,0,0,0,No,0,32,Service delivery/support,N/A,N/A,N/A,NA,N/A,No,NA,Idleb,SY07,Harim,SY0703,Dana,SY070301,Qah,C4131,NA,NA,Dar Al Reaya,Cross Border,HLG,01) Jan,01) Jan,NA,NA,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ent_0077,LNGO,Ent_0077,LNGO,NA,HF (Humanitarian Fund),Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.02 Provide vocational and skills training opportunities,NA,Indicator 2.02.2 # of individuals benefiting from vocational or business trainings,People,34,34,0,34,Actual,0,0,0,0,0,0,0,Yes,34,0,Service delivery/support,N/A,N/A,N/A,NA,N/A,No,NA,Idleb,SY07,Harim,SY0703,Dana,SY070301,Qah,C4131,NA,NA,Al Shohadaa,Cross Border,HLG,02) Feb,02) Feb,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ent_0077,LNGO,Ent_0077,LNGO,NA,HF (Humanitarian Fund),Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.02 Provide vocational and skills training opportunities,NA,Indicator 2.02.2 # of individuals benefiting from vocational or business trainings,People,27,27,0,27,Actual,0,0,0,0,0,0,0,Yes,27,0,Service delivery/support,N/A,N/A,N/A,NA,N/A,No,NA,Idleb,SY07,Harim,SY0703,Dana,SY070301,Qah,C4131,NA,NA,Al sultan Abdulhamid,Cross Border,HLG,02) Feb,02) Feb,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ent_0077,LNGO,Ent_0077,LNGO,NA,HF (Humanitarian Fund),Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.02 Provide vocational and skills training opportunities,NA,Indicator 2.02.2 # of individuals benefiting from vocational or business trainings,People,38,38,0,38,Actual,0,0,0,0,0,0,0,Yes,38,0,Service delivery/support,N/A,N/A,N/A,NA,N/A,No,NA,Idleb,SY07,Harim,SY0703,Dana,SY070301,Qah,C4131,NA,NA,Bayan & Mushref,Cross Border,HLG,02) Feb,02) Feb,NA,NA,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ent_0077,LNGO,Ent_0077,LNGO,NA,HF (Humanitarian Fund),Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.02 Provide vocational and skills training opportunities,NA,Indicator 2.02.2 # of individuals benefiting from vocational or business trainings,People,32,32,0,32,Actual,0,0,0,0,0,0,0,Yes,32,0,Service delivery/support,N/A,N/A,N/A,NA,N/A,No,NA,Idleb,SY07,Harim,SY0703,Dana,SY070301,Qah,C4131,NA,NA,Dar Al Reaya,Cross Border,HLG,02) Feb,02) Feb,NA,NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ent_0077,LNGO,Ent_0077,LNGO,NA,HF (Humanitarian Fund),Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.02 Provide vocational and skills training opportunities,NA,Indicator 2.02.2 # of individuals benefiting from vocational or business trainings,People,42,42,0,42,Actual,0,0,0,0,0,0,0,No,0,42,Service delivery/support,N/A,N/A,N/A,NA,N/A,No,NA,Idleb,SY07,Harim,SY0703,Dana,SY070301,Mashhad Ruhin,C6692,NA,NA,Mashhad Ruhin,Cross Border,HLG,01) Jan,01) Jan,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ent_0077,LNGO,Ent_0077,LNGO,NA,HF (Humanitarian Fund),Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.02 Provide vocational and skills training opportunities,NA,Indicator 2.02.2 # of individuals benefiting from vocational or business trainings,People,42,42,0,42,Actual,0,0,0,0,0,0,0,Yes,42,0,Service delivery/support,N/A,N/A,N/A,NA,N/A,No,NA,Idleb,SY07,Harim,SY0703,Dana,SY070301,Mashhad Ruhin,C6692,NA,NA,Mashhad Ruhin,Cross Border,HLG,02) Feb,02) Feb,NA,NA,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ent_0169,LNGO,Ent_0169,LNGO,NA,HF (Humanitarian Fund),Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.02 Provide vocational and skills training opportunities,NA,Indicator 2.02.2 # of individuals benefiting from vocational or business trainings,People,45,45,0,45,Actual,15,15,0,15,20,45,0,No,0,45,Service delivery/support,N/A,N/A,N/A,NA,N/A,No,NA,Aleppo,SY02,Jebel Saman,SY0200,Atareb,SY020001,Kafr Karmin,C1035,NA,NA,NA,Cross Border,HLG,01) Jan,01) Jan,NA,NA,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ent_0169,LNGO,Ent_0169,LNGO,NA,HF (Humanitarian Fund),Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.02 Provide vocational and skills training opportunities,NA,Indicator 2.02.2 # of individuals benefiting from vocational or business trainings,People,45,45,0,45,Actual,15,15,0,15,20,45,0,Yes,45,0,Service delivery/support,N/A,N/A,N/A,NA,N/A,No,NA,Aleppo,SY02,Jebel Saman,SY0200,Atareb,SY020001,Kafr Karmin,C1035,NA,NA,NA,Cross Border,HLG,02) Feb,02) Feb,NA,NA,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ent_0169,LNGO,Ent_0169,LNGO,NA,HF (Humanitarian Fund),Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.02 Provide vocational and skills training opportunities,NA,Indicator 2.02.2 # of individuals benefiting from vocational or business trainings,People,155,155,0,155,Actual,50,50,0,55,40,155,0,No,0,155,Service delivery/support,N/A,N/A,N/A,NA,N/A,No,NA,Idleb,SY07,Harim,SY0703,Dana,SY070301,Mashhad Ruhin,C6692,NA,NA,NA,Cross Border,HLG,01) Jan,01) Jan,NA,NA,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ent_0169,LNGO,Ent_0169,LNGO,NA,HF (Humanitarian Fund),Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.02 Provide vocational and skills training opportunities,NA,Indicator 2.02.2 # of individuals benefiting from vocational or business trainings,People,155,155,0,155,Actual,50,50,0,55,40,155,0,Yes,155,0,Service delivery/support,N/A,N/A,N/A,NA,N/A,No,NA,Idleb,SY07,Harim,SY0703,Dana,SY070301,Mashhad Ruhin,C6692,NA,NA,NA,Cross Border,HLG,02) Feb,02) Feb,NA,NA,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ent_0185,LNGO,Ent_0185,LNGO,Ent_0050,NGO / Other,Early Recovery and Livelihood,Non-HRP,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.02 Provide vocational and skills training opportunities,NA,Indicator 2.02.2 # of individuals benefiting from vocational or business trainings,People,10,10,0,10,Actual,8,2,0,0,0,8,0,No,0,10,Service delivery/support,N/A,N/A,N/A,NA,N/A,No,NA,Aleppo,SY02,A'zaz,SY0204,A'zaz,SY020400,Azaz,C1564,NA,NA,NA,Cross Border,HLG,01) Jan,01) Jan,NA,NA,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ent_0185,LNGO,Ent_0185,LNGO,Ent_0050,NGO / Other,Early Recovery and Livelihood,Non-HRP,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.02 Provide vocational and skills training opportunities,NA,Indicator 2.02.2 # of individuals benefiting from vocational or business trainings,People,10,10,0,10,Actual,8,2,0,0,0,8,0,Yes,10,0,Service delivery/support,N/A,N/A,N/A,NA,N/A,No,NA,Aleppo,SY02,A'zaz,SY0204,A'zaz,SY020400,Azaz,C1564,NA,NA,NA,Cross Border,HLG,02) Feb,02) Feb,NA,NA,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ent_0185,LNGO,Ent_0185,LNGO,Ent_0050,NGO / Other,Early Recovery and Livelihood,Non-HRP,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,7,35,0,35,Actual,14,11,6,4,0,23,0,No,0,35,Service delivery/support,N/A,N/A,N/A,NA,N/A,No,NA,Aleppo,SY02,A'zaz,SY0204,A'zaz,SY020400,Azaz,C1564,NA,NA,NA,Cross Border,HLG,01) Jan,01) Jan,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ent_0185,LNGO,Ent_0185,LNGO,Ent_0050,NGO / Other,Early Recovery and Livelihood,Non-HRP,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,7,35,0,35,Actual,14,11,6,4,0,23,0,Yes,23,12,Service delivery/support,N/A,N/A,N/A,NA,N/A,No,NA,Aleppo,SY02,A'zaz,SY0204,A'zaz,SY020400,Azaz,C1564,NA,NA,NA,Cross Border,HLG,02) Feb,02) Feb,NA,NA,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ent_0185,LNGO,Ent_0185,LNGO,Ent_0050,NGO / Other,Early Recovery and Livelihood,Non-HRP,No,SO1 Support the Maintenance and improve equitable access to basic services,Activity 1.03 Capacity building for service providers,NA,Indicator 1.03.1 # of individuals participating in capacity-building activities to support the provision of quality services,People,10,10,0,10,Actual,20,17,8,5,0,33,0,No,0,10,Service delivery/support,N/A,N/A,N/A,NA,N/A,No,NA,Aleppo,SY02,A'zaz,SY0204,A'zaz,SY020400,Azaz,C1564,NA,NA,NA,Cross Border,HLG,01) Jan,01) Jan,NA,NA,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ent_0185,LNGO,Ent_0185,LNGO,Ent_0050,NGO / Other,Early Recovery and Livelihood,Non-HRP,No,SO1 Support the Maintenance and improve equitable access to basic services,Activity 1.03 Capacity building for service providers,NA,Indicator 1.03.1 # of individuals participating in capacity-building activities to support the provision of quality services,People,10,10,0,10,Actual,20,17,8,5,0,33,0,Yes,10,0,Service delivery/support,N/A,N/A,N/A,NA,N/A,No,NA,Aleppo,SY02,A'zaz,SY0204,A'zaz,SY020400,Azaz,C1564,NA,NA,NA,Cross Border,HLG,02) Feb,02) Feb,NA,NA,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UNDP,UN,Ent_0069,LNGO,NA,HF (Humanitarian Fund),Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,100,500,0,500,Actual,0,0,0,0,0,0,0,No,0,500,Cash,Conditional,Restricted,Paper voucher,1000,One-off,No,NA,Idleb,SY07,Harim,SY0703,Dana,SY070301,Dana,C4126,NA,NA,NA,Cross Border,HLG,02) Feb,02) Feb,NA,NA,141,100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UNDP,UN,Ent_0069,LNGO,NA,HF (Humanitarian Fund),Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,60,300,0,300,Actual,0,0,0,0,0,0,0,No,0,300,Cash,Conditional,Restricted,Paper voucher,1200,One-off,No,NA,Idleb,SY07,Harim,SY0703,Dana,SY070301,Dana,C4126,NA,NA,NA,Cross Border,HLG,02) Feb,02) Feb,NA,NA,140,72000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ent_0185,LNGO,Ent_0185,LNGO,Ent_0050,NGO / Other,Early Recovery and Livelihood,Non-HRP,No,SO1 Support the Maintenance and improve equitable access to basic services,Activity 1.03 Capacity building for service providers,NA,Indicator 1.03.1 # of individuals participating in capacity-building activities to support the provision of quality services,People,10,10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,Yes,10,0,Service delivery/support,(blank),(blank),(blank),NA,(blank),No,(blank),Aleppo,SY02,A'zaz,SY0204,A'zaz,SY020400,Azaz,C1564,(blank),NA,(blank),Cross Border,NWS,Feb,NA,NA,NA,NA,NA,20,17,8,5,0,33,0,NA,NA,NA,NA,NA
Ent_0185,LNGO,Ent_0185,LNGO,Ent_0050,NGO / Other,Early Recovery and Livelihood,Non-HRP,No,SO1 Support the Maintenance and improve equitable access to basic services,Activity 1.03 Capacity building for service providers,NA,Indicator 1.03.1 # of individuals participating in capacity-building activities to support the provision of quality services,People,10,10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,No,0,10,Service delivery/support,(blank),(blank),(blank),NA,(blank),No,(blank),Aleppo,SY02,A'zaz,SY0204,A'zaz,SY020400,Azaz,C1564,(blank),NA,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,NA,20,17,8,5,0,33,0,NA,NA,NA,NA,NA
Ent_0185,LNGO,Ent_0185,LNGO,Ent_0050,NGO / Other,Early Recovery and Livelihood,Non-HRP,No,SO1 Support the Maintenance and improve equitable access to basic services,Activity 1.03 Capacity building for service providers,NA,Indicator 1.03.1 # of individuals participating in capacity-building activities to support the provision of quality services,People,10,10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,Yes,10,0,Service delivery/support,(blank),(blank),(blank),NA,(blank),No,(blank),Aleppo,SY02,A'zaz,SY0204,A'zaz,SY020400,Azaz,C1564,(blank),NA,(blank),Cross Border,NWS,Mar,NA,NA,NA,NA,NA,20,17,8,5,0,33,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,22,110,0,110,NA,NA,NA,NA,NA,NA,NA,NA,Yes,110,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Aleppo,SY02,Jebel Saman,SY0200,Atareb,SY020001,Tuwama,C1020,(blank),NA,(blank),Cross Border,NWS,Feb,NA,NA,NA,NA,22000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,21,105,0,105,NA,NA,NA,NA,NA,NA,NA,NA,Yes,105,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Aleppo,SY02,Jebel Saman,SY0200,Atareb,SY020001,Sahara,C1023,(blank),NA,(blank),Cross Border,NWS,Feb,NA,NA,NA,NA,21000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,33,165,0,165,NA,NA,NA,NA,NA,NA,NA,NA,Yes,165,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Aleppo,SY02,Jebel Saman,SY0200,Atareb,SY020001,Jeineh,C1032,(blank),NA,(blank),Cross Border,NWS,Feb,NA,NA,NA,NA,33000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0002,INGO,Ent_0002,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,15,75,0,75,NA,NA,NA,NA,NA,NA,NA,NA,Yes,75,0,Cash,Conditional,Restricted,Money Transfer Agent,800,One-off,No,(blank),Aleppo,SY02,A'zaz,SY0204,A'zaz,SY020400,Salama,C1561,(blank),NA,(blank),Cross Border,NWS,Feb,NA,NA,NA,NA,12000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,25,125,0,125,NA,NA,NA,NA,NA,NA,NA,NA,Yes,125,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Aleppo,SY02,A'zaz,SY0204,A'zaz,SY020400,Salama,C1561,(blank),NA,(blank),Cross Border,NWS,Feb,NA,NA,NA,NA,25000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
